ID;NAMES
77421;Saint-Mars-Vieux-Maisons
78158;Le Chesnay
77235;Jaignes
78278;Goupillieres
77273;Marchemoret
95313;L'Isle-Adam
78644;La Verriere
77355;Paroy
91315;Itteville
77211;Grandpuits-Bailly-Carrois
77472;La Tretoire
92014;Bourg-la-Reine
91198;D'Huison-Longueville
91179;Le Coudray-Montceaux
77460;Tancrou
95166;Clery-en-Vexin
95369;Margency
77470;Tournan-en-Brie
77384;Reau
91508;Puiselet-le-Marais
93008;Bobigny
77225;La Haute-Maison
77369;Poincy
78464;Orcemont
91538;Saint-Aubin
91634;Vaugrigneuse
78239;Follainville-Dennemont
77363;Le Pin
78299;Hardricourt
77276;Mareuil-les-Meaux
78117;Buc
91689;Wissous
77392;Rouvres
91661;Villebon-sur-Yvette
91619;Torfou
78009;Allainville
78089;Bonnieres-sur-Seine
77485;Le Vaudoue
77123;Compans
77145;Crisenoy
94001;Ablon-sur-Seine
95177;Cormeilles-en-Vexin
91679;Villiers-le-Bacle
77025;Bazoches-les-Bray
77504;Villemarechal
77197;Fretoy
77514;Villeparisis
95288;Groslay
78497;Poigny-la-Foret
77329;Nanteau-sur-Lunain
77093;La Chapelle-Moutils
77511;Villeneuve-sous-Dammartin
77464;Thorigny-sur-Marne
77232;Isles-les-Villenoy
95682;Villiers-le-Sec
78090;Bouafle
95641;Vemars
91473;Orveau
95598;Soisy-sous-Montmorency
91560;Saint-Jean-de-Beauregard
92071;Sceaux
77468;Torcy
77529;Voulangis
94038;L'Hay-les-Roses
95353;Maffliers
77227;Herme
93039;L'Ile-Saint-Denis
95014;Andilly
78354;Magnanville
77120;Cocherel
77049;Boutigny
91414;Monnerville
78237;Flins-Neuve-Eglise
77080;Champcenest
77076;Chalmaison
95054;Le Bellay-en-Vexin
77180;Ferolles-Attilly
95060;Bessancourt
77507;Villenauxe-la-Petite
91204;Echarcon
77036;Boisdon
95091;Bouffemont
91657;Vigneux-sur-Seine
77459;Sourdun
77182;La Ferte-Gaucher
91021;Arpajon
91045;Ballancourt-sur-Essonne
77104;Chatres
77482;Varennes-sur-Seine
77006;Arbonne-la-Foret
91275;Gometz-le-Chatel
93005;Aulnay-sous-Bois
78053;Behoust
77341;Noyen-sur-Seine
93030;Dugny
95523;La Roche-Guyon
95352;Luzarches
91457;La Norville
95493;Le Plessis-Luzarches
77057;Bussieres
77318;Mortcerf
78385;Menerville
77267;La Madeleine-sur-Loing
93071;Sevran
77172;Esmans
77155;Dampmart
95492;Le Plessis-Gassot
77296;Moissy-Cramayel
77291;Le Mesnil-Amelot
77255;Livry-sur-Seine
78190;Croissy-sur-Seine
78615;Thiverval-Grignon
77397;Saacy-sur-Marne
77002;Amillis
94060;La Queue-en-Brie
94070;Santeny
77305;Montereau-Fault-Yonne
93014;Clichy-sous-Bois
77021;Barbey
77379;Provins
92012;Boulogne-Billancourt
77072;Chalautre-la-Grande
77263;Luisetaines
78062;Beynes
91132;Chamarande
95355;Magny-en-Vexin
77205;Gesvres-le-Chapitre
77306;Montereau-sur-le-Jard
77245;Laval-en-Brie
77461;Thenisy
77095;Charny
91235;Fleury-Merogis
91587;Saulx-les-Chartreux
78517;Rambouillet
94058;Le Perreux-sur-Marne
95427;Montmagny
92046;Malakoff
78358;Maisons-Laffitte
78640;Velizy-Villacoublay
95675;Villeron
95628;Valmondois
77440;Sammeron
77527;Voinsles
77171;Esbly
77400;Saint-Augustin
77174;Everly
78668;La Villeneuve-en-Chevrie
77376;Precy-sur-Marne
91326;Juvisy-sur-Orge
95429;Montreuil-sur-Epte
77082;Champeaux
95139;La Chapelle-en-Vexin
77455;Soignolles-en-Brie
77264;Lumigny-Nesles-Ormeaux
77039;Boissise-la-Bertrand
92049;Montrouge
75101;Paris 1er Arrondissement
77221;Guermantes
78465;Orgerus
78143;Chateaufort
78335;Limay
78126;La Celle-Saint-Cloud
95574;Saint-Prix
78624;Triel-sur-Seine
78196;Davron
77048;Bourron-Marlotte
91207;Egly
95055;Bellefontaine
77483;Varreddes
95328;Labbeville
95212;Epiais-les-Louvres
91249;Forges-les-Bains
77071;Chaintreaux
78325;Jumeauville
78120;Bullion
77153;Dammartin-en-Goele
95150;Chaussy
93061;Le Pre-Saint-Gervais
77218;Grisy-sur-Seine
77356;Passy-sur-Seine
77297;Mondreville
77178;Fay-les-Nemours
77081;Champdeuil
78591;Septeuil
92032;Fontenay-aux-Roses
95452;Nointel
77494;Vernou-la-Celle-sur-Seine
78383;Maurepas
91109;Brieres-les-Scelles
95042;Baillet-en-France
93048;Montreuil
77124;Conches-sur-Gondoire
94019;Chennevieres-sur-Marne
77158;Diant
77430;Saint-Pathus
75108;Paris 8e  Arrondissement
77271;Maisoncelles-en-Gatinais
78505;Prunay-le-Temple
95483;Le Perchay
77360;Pezarches
77260;Longueville
78513;La Queue-les-Yvelines
77411;Saint-Germain-sous-Doue
78536;Sailly
95254;Fremecourt
78367;Mareil-Marly
93033;Gournay-sur-Marne
77167;Egligny
78071;Boinville-le-Gaillard
91244;Fontenay-le-Vicomte
78125;La Celle-les-Bordes
77010;Aubepierre-Ozouer-le-Repos
94067;Saint-Mande
78104;Breuil-Bois-Robert
95430;Montsoult
95119;Buhy
78227;Evecquemont
78281;Goussonville
78344;Lommoye
91507;Prunay-sur-Essonne
77469;Touquin
77224;Hautefeuille
94077;Villeneuve-le-Roi
91617;Tigery
91228;Evry
95637;Vaureal
95287;Grisy-les-Platres
91514;Quincy-sous-Senart
77139;Courtry
77293;Misy-sur-Yonne
95462;Omerville
95229;Ezanville
91552;Saint-Germain-les-Arpajon
91411;Les Molieres
77099;Chateau-Landon
78590;Senlisse
77112;Chevrainvilliers
77141;Coutevroult
93027;La Courneuve
77055;Brou-sur-Chantereine
93029;Drancy
78033;Aulnay-sur-Mauldre
95541;Saint-Clair-sur-Epte
77094;Charmentray
95436;Mours
78404;Millemont
94079;Villiers-sur-Marne
95426;Montlignon
77083;Champs-sur-Marne
77077;Chambry
95218;Eragny
78300;Hargeville
77313;Montmachoux
77406;Saint-Denis-les-Rebais
77054;La Brosse-Montceaux
77361;Pierre-Levee
78140;Chapet
91477;Palaiseau
91081;Boissy-le-Sec
95094;Bouqueval
77090;La Chapelle-Saint-Sulpice
91433;Morigny-Champigny
77250;Leudon-en-Brie
91570;Saint-Michel-sur-Orge
77140;Coutencon
77336;Neufmoutiers-en-Brie
78643;Vernouillet
77280;Mary-sur-Marne
77281;Mauperthuis
91635;Vauhallan
91159;Chevannes
77288;Melun
91435;Morsang-sur-Seine
77032;Beton-Bazoches
95676;Villers-en-Arthies
77395;Rumont
77078;Chamigny
77188;Fontaine-le-Port
91161;Chilly-Mazarin
77068;Cessoy-en-Montois
91649;Vert-le-Petit
93006;Bagnolet
91099;Boutigny-sur-Essonne
77364;Le Plessis-aux-Bois
91069;Boigneville
91631;Varennes-Jarcy
91479;Paray-Vieille-Poste
91600;Soisy-sur-Seine
77326;Nandy
77389;La Rochette
95213;Epiais-Rhus
78314;Issou
95592;Seraincourt
95211;Ennery
78163;Civry-la-Foret
77487;Vaux-le-Penil
77365;Le Plessis-Feu-Aussoux
77265;Luzancy
78068;Blaru
91286;Grigny
77405;Saint-Cyr-sur-Morin
91293;Guigneville-sur-Essonne
77501;Villecerf
77194;Forges
77480;Valence-en-Brie
77442;Samoreau
77522;Villiers-sur-Seine
91318;Janville-sur-Juine
78072;Boinvilliers
77217;Grisy-Suisnes
95063;Bezons
77117;Citry
78337;Limetz-Villez
91191;Crosne
91463;Oncy-sur-Ecole
77118;Claye-Souilly
77251;Lieusaint
77236;Jaulnes
91180;Courances
77493;Verneuil-l'Etang
77127;Coubert
77353;Paley
77028;Beautheil
77432;Saint-Remy-la-Vanne
75111;Paris 11e  Arrondissement
94068;Saint-Maur-des-Fosses
95214;Epinay-Champlatreux
78269;Gazeran
91519;Richarville
78398;Les Mesnuls
95257;La Frette-sur-Seine
77299;Montarlot
95580;Saint-Witz
77088;La Chapelle-la-Reine
91272;Gif-sur-Yvette
77449;Serris
91038;Auvers-Saint-Georges
77498;Vignely
78530;Rosay
78202;Drocourt
78567;Saint-Martin-la-Garenne
92040;Issy-les-Moulineaux
95488;Pierrelaye
78124;Carrieres-sur-Seine
78460;Oinville-sur-Montcient
93066;Saint-Denis
77130;Coulommes
77214;Gressy
78329;Lainville-en-Vexin
77106;Chauffry
95268;Garges-les-Gonesse
77423;Saint-Martin-des-Champs
77320;Mouroux
95422;Montgeroult
77283;May-en-Multien
92073;Suresnes
95008;Aincourt
95456;Noisy-sur-Oise
78070;Boinville-en-Mantois
94080;Vincennes
92063;Rueil-Malmaison
91273;Gironville-sur-Essonne
77164;Echouboulains
91340;Lisses
75104;Paris 4e  Arrondissement
77146;Croissy-Beaubourg
78096;Bourdonne
77003;Amponville
77327;Nangis
77132;Coupvray
91067;Blandy
78403;Mezy-sur-Seine
91156;Cheptainville
95306;Herblay
91471;Orsay
77266;Machault
95298;Haravilliers
78474;Orvilliers
78133;Chambourcy
94074;Valenton
95120;Butry-sur-Oise
78498;Poissy
77085;Chanteloup-en-Brie
94065;Rungis
95253;Fremainville
77053;Brie-Comte-Robert
93015;Coubron
93055;Pantin
78557;Saint-Hilarion
78368;Mareil-sur-Mauldre
78108;Les Breviaires
78520;Richebourg
77304;Montenils
77490;Vendrest
77286;Meigneux
95144;Chatenay-en-France
95379;Maudetour-en-Vexin
78147;Chaufour-les-Bonnieres
77208;Gouaix
78317;Jambville
95110;Brignancourt
77147;La Croix-en-Brie
78638;Vaux-sur-Seine
78267;Gargenville
78451;Nezel
78402;Mezieres-sur-Seine
78609;Tessancourt-sur-Aubette
78350;Louveciennes
95388;Menucourt
95555;Saint-Gratien
77452;Sigy
78384;Medan
78152;Chavenay
77408;Saint-Fiacre
77367;Le Plessis-Placy
77451;Signy-Signets
77109;Chenoise
91495;Plessis-Saint-Benoist
78285;Gressey
91112;Brouy
78418;Montesson
77201;Gastins
77445;Savigny-le-Temple
77484;Vaucourtois
91421;Montgeron
78322;Jouy-en-Josas
95633;Vaudherland
91200;Dourdan
95539;Saint-Brice-sous-Foret
94022;Choisy-le-Roi
77398;Sablonnieres
77533;Vulaines-sur-Seine
77230;Ichy
77063;La Celle-sur-Morin
77526;Vincy-Manoeuvre
75112;Paris 12e  Arrondissement
78415;Montainville
91546;Saint-Cyr-sous-Dourdan
77495;Vert-Saint-Denis
78006;Adainville
91581;Saint-Yon
78185;Courgent
91692;Les Ulis
91098;Boutervilliers
91017;Angervilliers
95585;Sarcelles
78128;Cernay-la-Ville
77427;Saint-Mesmes
77247;Lescherolles
95149;Chaumontel
91648;Vert-le-Grand
91333;Leuville-sur-Orge
77457;Solers
77463;Thomery
77196;Fresnes-sur-Marne
77131;Coulommiers
77031;Bernay-Vilbert
77409;Saint-Germain-Laval
77056;Burcy
78406;Milon-la-Chapelle
78084;Boissy-sans-Avoir
78431;Morainvilliers
95252;Franconville
77284;Meaux
77383;Rampillon
95365;Mareil-en-France
77142;Crecy-la-Chapelle
77102;Chatenoy
77187;Fontaine-Fourches
91568;Saint-Maurice-Montcouronne
91377;Massy
95656;Vienne-en-Arthies
91232;La Ferte-Alais
91115;Bruyeres-le-Chatel
91095;Bouray-sur-Juine
78396;Le Mesnil-le-Roi
91131;Chalou-Moulineux
77338;Noisy-Rudignon
77443;Sancy
77052;Breau
77534;Yebles
77066;Cerneux
77359;Perthes
78569;Sainte-Mesme
91182;Courcouronnes
77166;Ecuelles
91086;Bondoufle
78030;Auffargis
91215;Epinay-sous-Senart
77038;Boissettes
77310;Montigny-le-Guesdier
78506;Prunay-en-Yvelines
77045;Bougligny
94076;Villejuif
91240;Fontaine-la-Riviere
77070;Chailly-en-Brie
91186;Courson-Monteloup
77177;Favieres
91111;Briis-sous-Forges
93045;Les Lilas
91001;Abbeville-la-Riviere
95102;Breancon
91613;Congerville-Thionville
93059;Pierrefitte-sur-Seine
92004;Asnieres-sur-Seine
77447;Seine-Port
77209;Gouvernes
92044;Levallois-Perret
77475;Trilport
77462;Thieux
77150;Cuisy
77023;Barcy
95476;Osny
77352;Ozouer-le-Voulgis
77238;Jouarre
95028;Attainville
77377;Presles-en-Brie
77148;Crouy-sur-Ourcq
77491;Veneux-les-Sablons
77410;Saint-Germain-Laxis
93057;Les Pavillons-sous-Bois
94081;Vitry-sur-Seine
77342;Obsonville
77339;Noisy-sur-Ecole
78311;Houilles
78015;Andresy
92064;Saint-Cloud
78410;Moisson
77223;Gurcy-le-Chatel
77444;Sancy-les-Provins
77428;Saint-Ouen-en-Brie
94044;Limeil-Brevannes
77249;Lesigny
91577;Saintry-sur-Seine
77154;Dammartin-sur-Tigeaux
77079;Champagne-sur-Seine
77012;Augers-en-Brie
91184;Courdimanche-sur-Essonne
94075;Villecresnes
95170;Condecourt
77122;Combs-la-Ville
77268;Magny-le-Hongre
77100;Le Chatelet-en-Brie
92035;La Garenne-Colombes
92019;Chatenay-Malabry
95141;Charmont
78683;Villiers-Saint-Frederic
78576;Saint-Remy-l'Honore
78362;Mantes-la-Ville
78076;Boissets
77512;Villeneuve-sur-Bellot
77084;Changis-sur-Marne
78558;Saint-Illiers-la-Ville
78646;Versailles
78082;Boissy-Mauvoisin
77087;La Chapelle-Iger
91201;Draveil
92047;Marnes-la-Coquette
77143;Cregy-les-Meaux
95341;Livilliers
78073;Bois-d'Arcy
78034;Auteuil
78296;Guitrancourt
77466;Tigeaux
78013;Andelu
78165;Les Clayes-sous-Bois
78242;Fontenay-le-Fleury
77190;Fontains
77001;Acheres-la-Foret
77433;Saints
77133;Courcelles-en-Bassee
77101;Chatenay-sur-Seine
77394;Rubelles
91425;Montlhery
77403;Saint-Brice
77272;Maison-Rouge
77458;Souppes-sur-Loing
77486;Vaudoy-en-Brie
91540;Saint-Cheron
77434;Saint-Sauveur-les-Bray
78478;Paray-Douaville
91080;Boissy-le-Cutte
94037;Gentilly
94018;Charenton-le-Pont
77348;Ormesson
77381;Quiers
77203;Germigny-l'Eveque
78003;Ablis
95500;Pontoise
77525;Vinantes
95348;Longuesse
95607;Taverny
95510;Puiseux-Pontoise
77261;Lorrez-le-Bocage-Preaux
77024;Bassevelle
95051;Beauchamp
78324;Jouy-Mauvoisin
92075;Vanves
95040;Avernes
77065;Cely
94004;Boissy-Saint-Leger
78220;Les Essarts-le-Roi
77222;Guignes
77030;Bellot
78528;Rolleboise
77239;Jouy-le-Chatel
77113;Chevru
77347;Les Ormes-sur-Voulzie
95447;Neuilly-en-Vexin
78366;Mareil-le-Guyon
91630;Le Val-Saint-Germain
92060;Le Plessis-Robinson
95428;Montmorency
95563;Saint-Leu-la-Foret
78597;Soindres
77163;Douy-la-Ramee
78490;Plaisir
91064;Bievres
93001;Aubervilliers
78036;Autouillet
77399;Saint-Ange-le-Viel
95487;Persan
91434;Morsang-sur-Orge
77116;Choisy-en-Brie
95134;Champagne-sur-Oise
78484;Perdreauville
77244;Larchant
91659;Villabe
77435;Saint-Sauveur-sur-Ecole
78238;Flins-sur-Seine
95690;Wy-dit-Joli-Village
91247;La Foret-le-Roi
77307;Montevrain
78049;Bazemont
95489;Piscop
91100;Bouville
78192;Dammartin-en-Serve
95438;Moussy
91175;Corbreuse
77253;Lissy
77436;Saint-Simeon
