"ID","NAMES","agriculteurs_AsTheCowRolls_POT_5"
"77461","Thenisy",45.01548347
"77462","Thieux",13.58655896
"77463","Thomery",1.2749958
"77464","Thorigny-sur-Marne",13.04828815
"77465","Thoury-Ferottes",18.66408401
"77466","Tigeaux",5.18681064
"77467","La Tombe",14.19040132
"77468","Torcy",11.60736702
"77469","Touquin",39.46036044
"77470","Tournan-en-Brie",9.54437092
"77471","Tousson",25.49055996
"77472","La Tretoire",6.30534171
"77473","Treuzy-Levelay",22.02586011
"77474","Trilbardou",8.05409936
"77475","Trilport",12.75742241
"77476","Trocy-en-Multien",16.42610149
"77477","Ury",20.63807124
"77478","Ussy-sur-Marne",23.29986071
"77479","Vaires-sur-Marne",6.70505019
"77480","Valence-en-Brie",4.40249784
"77481","Vanville",26.47678108
"77482","Varennes-sur-Seine",9.71027507
"77483","Varreddes",15.4667319
"77484","Vaucourtois",21.82608488
"77485","Le Vaudoue",14.16557148
"77486","Vaudoy-en-Brie",18.56846949
"77487","Vaux-le-Penil",14.95129242
"77489","Vaux-sur-Lunain",32.415952
"77490","Vendrest",16.11793203
"77491","Veneux-les-Sablons",5.53544259
"77492","Verdelot",26.95756034
"77493","Verneuil-l'Etang",8.6086714
"77494","Vernou-la-Celle-sur-Seine",8.43815201
"77495","Vert-Saint-Denis",17.77177091
"77496","Vieux-Champagne",20.3999708
"77498","Vignely",7.3580093
"77500","Villebeon",26.68836526
"77501","Villecerf",36.3329035
"77504","Villemarechal",18.72967802
"77505","Villemareuil",7.7921432
"77506","Villemer",23.04810576
"77507","Villenauxe-la-Petite",14.2175047
"77508","Villeneuve-le-Comte",6.90164799
"77509","Villeneuve-les-Bordes",13.90555403
"77510","Villeneuve-Saint-Denis",7.00540205
"77511","Villeneuve-sous-Dammartin",5.6789042
"77512","Villeneuve-sur-Bellot",11.5344555
"77513","Villenoy",15.6641791
"77514","Villeparisis",6.86470174
"77515","Villeroy",25.17527094
"77516","Ville-Saint-Jacques",35.74455293
"77517","Villevaude",1.52508055
"77518","Villiers-en-Biere",25.10876076
"77519","Villiers-Saint-Georges",22.66592287
"77520","Villiers-sous-Grez",8.86078163
"77521","Villiers-sur-Morin",22.36689104
"77522","Villiers-sur-Seine",3.04996914
"77523","Villuis",17.69774332
"77524","Vimpelles",9.42807887
"77525","Vinantes",15.56120376
"77526","Vincy-Manoeuvre",4.83749243
"77527","Voinsles",25.85327811
"77528","Voisenon",19.02800861
"77529","Voulangis",13.78041564
"77530","Voulton",8.31364441
"77531","Voulx",26.08756342
"77532","Vulaines-les-Provins",14.03687324
"77533","Vulaines-sur-Seine",2.33941464
"77534","Yebles",15.86933994
"78003","Ablis",18.57912048
"78005","Acheres",4.50905546
"78006","Adainville",5.05618496
"78007","Aigremont",14.61226348
"78009","Allainville",31.7053418
"78010","Les Alluets-le-Roi",16.50956149
"78013","Andelu",25.113711
"78015","Andresy",7.70730643
"78020","Arnouville-les-Mantes",9.88294479
"78029","Aubergenville",31.23620388
"78030","Auffargis",19.10764864
"78031","Auffreville-Brasseuil",12.53703902
"78033","Aulnay-sur-Mauldre",41.03317053
"78034","Auteuil",9.28634816
"78036","Autouillet",8.20015336
"78043","Bailly",26.23129592
"78048","Bazainville",18.59966216
"78049","Bazemont",31.0790039
"78050","Bazoches-sur-Guyonne",20.18537112
"78053","Behoust",10.3954498
"78057","Bennecourt",9.66067662
"78062","Beynes",11.1605529
"78068","Blaru",8.09998716
"78070","Boinville-en-Mantois",6.98797705
"78071","Boinville-le-Gaillard",37.73611328
"78072","Boinvilliers",12.87644441
"78073","Bois-d'Arcy",8.45894697
"78076","Boissets",14.30692736
"78077","La Boissiere-Ecole",5.09506432
"78082","Boissy-Mauvoisin",23.03086739
"78084","Boissy-sans-Avoir",9.12814652
"78087","Bonnelles",8.33915036
"78089","Bonnieres-sur-Seine",2.40810152
"78090","Bouafle",12.82924313
"78092","Bougival",60.73468581
"78096","Bourdonne",9.910435
"78104","Breuil-Bois-Robert",8.78805448
"78107","Breval",22.78845132
"78108","Les Breviaires",25.44668804
"78113","Brueil-en-Vexin",11.66569102
"78117","Buc",13.69476314
"78118","Buchelay",26.6620382
"78120","Bullion",3.76142608
"78123","Carrieres-sous-Poissy",19.83191719
"78124","Carrieres-sur-Seine",60.6446398
"78125","La Celle-les-Bordes",4.00277912
"78126","La Celle-Saint-Cloud",56.49569021
"78128","Cernay-la-Ville",4.28344308
"78133","Chambourcy",13.76538392
"78138","Chanteloup-les-Vignes",12.67827451
"78140","Chapet",2.46685328
"78143","Chateaufort",10.57978944
"78146","Chatou",61.06523638
"78147","Chaufour-les-Bonnieres",12.99215717
"78152","Chavenay",28.23530689
"78158","Le Chesnay",57.28607891
"78160","Chevreuse",15.34919121
"78162","Choisel",8.12982483
"78163","Civry-la-Foret",15.9303586
"78164","Clairefontaine-en-Yvelines",2.28154104
"78165","Les Clayes-sous-Bois",16.23269854
"78168","Coignieres",3.43351582
"78171","Conde-sur-Vesgre",7.817697
"78172","Conflans-Sainte-Honorine",13.68318605
"78185","Courgent",17.48041546
"78188","Cravent",14.32902684
"78189","Crespieres",30.86812085
"78190","Croissy-sur-Seine",43.65899334
"78192","Dammartin-en-Serve",17.89496156
"78193","Dampierre-en-Yvelines",8.15421142
"78194","Dannemarie",0.04196876
"78196","Davron",23.92000062
"78202","Drocourt",6.31455309
"78206","Ecquevilly",11.79286698
"78208","Elancourt",1.66639094
"78209","Emance",1.46149684
"78217","Epone",34.23817937
"78220","Les Essarts-le-Roi",19.00955022
"78224","L'Etang-la-Ville",34.69557896
"78227","Evecquemont",11.91848659
"78230","La Falaise",39.85588032
"78231","Favrieux",24.13892894
"78233","Feucherolles",35.29617591
"78234","Flacourt",9.95653281
"78236","Flexanville",13.68531412
"78237","Flins-Neuve-Eglise",16.42512904
"78238","Flins-sur-Seine",26.51120694
"78239","Follainville-Dennemont",1.05365603
"78242","Fontenay-le-Fleury",11.27059097
"78245","Fontenay-Mauvoisin",32.01765042
"78246","Fontenay-Saint-Pere",2.07371759
"78251","Fourqueux",27.25851976
"78255","Freneuse",15.78423339
"78261","Gaillon-sur-Montcient",11.26801339
"78262","Galluis",12.23588714
"78263","Gambais",14.37833664
"78264","Gambaiseuil",7.78480316
"78265","Garancieres",11.25199776
"78267","Gargenville",16.52334729
"78269","Gazeran",6.80021848
"78276","Gommecourt",4.02641436
"78278","Goupillieres",13.60964408
"78281","Goussonville",8.1600538
"78283","Grandchamp",8.29469992
"78285","Gressey",5.88568492
"78289","Grosrouvre",13.5989786
"78290","Guernes",0.00023103
"78291","Guerville",5.05099835
"78296","Guitrancourt",3.26127134
"78297","Guyancourt",5.98167778
"78299","Hardricourt",16.87159269
"78300","Hargeville",18.34809287
"78302","La Hauteville",5.97673048
"78305","Herbeville",16.17110787
"78307","Hermeray",20.4195066
"78310","Houdan",2.53537064
"78311","Houilles",51.2857517
"78314","Issou",16.78098167
"78317","Jambville",12.10585383
"78320","Jeufosse",10.52453802
"78321","Jouars-Pontchartrain",14.15033107
"78322","Jouy-en-Josas",14.2596076
"78324","Jouy-Mauvoisin",35.32793336
"78325","Jumeauville",7.95819288
"78327","Juziers",10.30455944
"78329","Lainville-en-Vexin",8.71233023
"78334","Levis-Saint-Nom",4.20503768
"78335","Limay",12.61596126
"78337","Limetz-Villez",3.41145716
"78343","Les Loges-en-Josas",10.44919162
"78344","Lommoye",16.73931484
"78346","Longnes",24.57753053
"78349","Longvilliers",5.2019817
"78350","Louveciennes",50.84004347
"78354","Magnanville",24.87893637
"78356","Magny-les-Hameaux",9.02459041
"78358","Maisons-Laffitte",29.6111299
"78361","Mantes-la-Jolie",20.49718461
"78362","Mantes-la-Ville",19.7739393
"78364","Marcq",12.38482296
"78366","Mareil-le-Guyon",17.7647628
"78367","Mareil-Marly",32.58918922
"78368","Mareil-sur-Mauldre",39.07060875
"78372","Marly-le-Roi",50.632789
"78380","Maule",45.73552898
"78381","Maulette",9.09046948
"78382","Maurecourt",12.75224545
"78383","Maurepas",3.13874074
"78384","Medan",14.07560068
"78385","Menerville",33.7424721
"78389","Mere",10.12228917
"78391","Mericourt",11.9246894
"78396","Le Mesnil-le-Roi",28.73306831
"78397","Le Mesnil-Saint-Denis",4.46997491
"78398","Les Mesnuls",17.33033437
"78401","Meulan-en-Yvelines",18.40718832
"78402","Mezieres-sur-Seine",24.56981994
"78403","Mezy-sur-Seine",11.10703783
"78404","Millemont",9.20912412
"78406","Milon-la-Chapelle",20.5275662
"78407","Mittainville",6.04242604
"78410","Moisson",1.24924172
"78413","Mondreville",17.3944692
"78415","Montainville",13.88667504
"78416","Montalet-le-Bois",14.48522455
"78417","Montchauvet",13.72206227
"78418","Montesson",61.48435212
"78420","Montfort-l'Amaury",12.7942629
"78423","Montigny-le-Bretonneux",12.72769375
"78431","Morainvilliers",19.90696183
"78437","Mousseaux-sur-Seine",5.53033684
"78439","Mulcent",19.00190899
"78440","Les Mureaux",18.69282783
"78442","Neauphle-le-Chateau",9.89039818
"78443","Neauphle-le-Vieux",12.45086227
"78444","Neauphlette",16.79121912
"78451","Nezel",48.21156571
"78455","Noisy-le-Roi",28.44786715
"78460","Oinville-sur-Montcient",14.53311553
"78464","Orcemont",11.85455088
"78465","Orgerus",9.49594604
"78466","Orgeval",18.53995471
"78470","Orphin",11.93138276
"78472","Orsonville",37.6950808
"78474","Orvilliers",20.5640284
"78475","Osmoy",16.7885844
"78478","Paray-Douaville",37.19436824
"78481","Le Pecq",44.52763799
"78484","Perdreauville",39.12107536
"78486","Le Perray-en-Yvelines",11.76850152
"78490","Plaisir",5.47157823
"78497","Poigny-la-Foret",5.58946936
"78498","Poissy",23.92857902
"78499","Ponthevrard",9.69182072
"78501","Porcheville",13.68325278
"78502","Le Port-Marly",56.53696495
"78503","Port-Villez",3.10076224
"78505","Prunay-le-Temple",13.01547028
"78506","Prunay-en-Yvelines",3.26654716
"78513","La Queue-les-Yvelines",12.77799296
"78516","Raizeux",17.7354916
"78517","Rambouillet",8.40411984
"78518","Rennemoulin",13.13991769
