"ID","NAMES","intermediaires_AsTheCrowFlies_POT_7500"
"78423","Montigny-le-Bretonneux",45628.02650495
"78431","Morainvilliers",21276.15700024
"78437","Mousseaux-sur-Seine",7803.63962082
"78439","Mulcent",3447.30474277
"78440","Les Mureaux",21715.16018118
"78442","Neauphle-le-Chateau",22928.67784509
"78443","Neauphle-le-Vieux",14312.61183945
"78444","Neauphlette",2393.82347937
"78451","Nezel",13623.77345836
"78455","Noisy-le-Roi",50168.30362069
"78460","Oinville-sur-Montcient",12698.23347583
"78464","Orcemont",3899.47569825
"78465","Orgerus",3568.16167478
"78466","Orgeval",21716.51557916
"78470","Orphin",2309.59349147
"78472","Orsonville",885.33697641
"78474","Orvilliers",2928.23030178
"78475","Osmoy",4154.65871872
"78478","Paray-Douaville",875.39685548
"78481","Le Pecq",74658.82692704
"78484","Perdreauville",9337.46335819
"78486","Le Perray-en-Yvelines",7886.62663449
"78490","Plaisir",31482.52163989
"78497","Poigny-la-Foret",4461.15959334
"78498","Poissy",35305.64382838
"78499","Ponthevrard",3422.83956377
"78501","Porcheville",16756.42389175
"78502","Le Port-Marly",78308.220435
"78503","Port-Villez",2159.39276797
"78505","Prunay-le-Temple",3363.34596383
"78506","Prunay-en-Yvelines",1338.48966216
"78513","La Queue-les-Yvelines",4649.71419996
"78516","Raizeux",1528.22189339
"78517","Rambouillet",6185.07546794
"78518","Rennemoulin",48583.39335366
"78520","Richebourg",2680.34908885
"78522","Rochefort-en-Yvelines",4368.07556006
"78524","Rocquencourt",71882.64564066
"78528","Rolleboise",7983.90983644
"78530","Rosay",7136.30893492
"78531","Rosny-sur-Seine",9427.29002457
"78536","Sailly",9427.11521713
"78537","Saint-Arnoult-en-Yvelines",3802.08955492
"78545","Saint-Cyr-l'Ecole",54599.85688019
"78548","Saint-Forget",19059.85122635
"78550","Saint-Germain-de-la-Grange",19258.08957696
"78551","Saint-Germain-en-Laye",66488.00612955
"78557","Saint-Hilarion",2629.0917283
"78558","Saint-Illiers-la-Ville",3889.26392183
"78559","Saint-Illiers-le-Bois",2250.32127953
"78561","Saint-Lambert",28440.340429
"78562","Saint-Leger-en-Yvelines",3741.9582773
"78564","Saint-Martin-de-Brethencourt",3022.73280138
"78565","Saint-Martin-des-Champs",4721.81043376
"78567","Saint-Martin-la-Garenne",11073.6777043
"78569","Sainte-Mesme",3711.38344808
"78571","Saint-Nom-la-Breteche",35324.4198315
"78575","Saint-Remy-les-Chevreuse",20347.783791
"78576","Saint-Remy-l'Honore",15232.05280869
"78586","Sartrouville",126198.57627955
"78588","Saulx-Marchais",8839.9079015
"78590","Senlisse",9403.33621832
"78591","Septeuil",4637.80365353
"78597","Soindres",12457.04454944
"78601","Sonchamp",3976.80632495
"78605","Tacoignieres",3158.67010646
"78606","Le Tartre-Gaudran",698.72223909
"78608","Le Tertre-Saint-Denis",6643.00179525
"78609","Tessancourt-sur-Aubette",19765.45706854
"78615","Thiverval-Grignon",22245.08356152
"78616","Thoiry",6438.34390313
"78618","Tilly",1907.80769627
"78620","Toussus-le-Noble",41560.5768856
"78621","Trappes",40521.996728
"78623","Le Tremblay-sur-Mauldre",18847.73184133
"78624","Triel-sur-Seine",41469.12323689
"78638","Vaux-sur-Seine",34110.18347614
"78640","Velizy-Villacoublay",114649.38115845
"78642","Verneuil-sur-Seine",31428.83557852
"78643","Vernouillet",31881.40850558
"78644","La Verriere",29113.17241003
"78646","Versailles",68710.04092441
"78647","Vert",11463.36834947
"78650","Le Vesinet",97550.3796006
"78653","Vicq",9473.41105719
"78655","Vieille-Eglise-en-Yvelines",7261.65802758
"78668","La Villeneuve-en-Chevrie",3468.10260938
"78672","Villennes-sur-Seine",30002.11381952
"78674","Villepreux",41814.63211017
"78677","Villette",9814.18543819
"78681","Villiers-le-Mahieu",5324.62523305
"78683","Villiers-Saint-Frederic",17864.54613257
"78686","Viroflay",108890.55075404
"78688","Voisins-le-Bretonneux",40506.66202108
"91001","Abbeville-la-Riviere",1644.63092682
"91016","Angerville",1329.97699833
"91017","Angervilliers",6446.48519934
"91021","Arpajon",25552.68018291
"91022","Arrancourt",1518.3897548
"91027","Athis-Mons",97590.76813965
"91035","Authon-la-Plaine",1543.29818675
"91037","Auvernaux",16656.66736869
"91038","Auvers-Saint-Georges",6573.45278115
"91041","Avrainville",17784.03814759
"91044","Ballainvilliers",66301.45921215
"91045","Ballancourt-sur-Essonne",12739.27391493
"91047","Baulne",8804.82634012
"91064","Bievres",88708.87763784
"91067","Blandy",529.05461207
"91069","Boigneville",939.64113471
"91075","Bois-Herpin",1847.12100112
"91079","Boissy-la-Riviere",3745.42426897
"91080","Boissy-le-Cutte",6502.09953631
"91081","Boissy-le-Sec",4575.63267603
"91085","Boissy-sous-Saint-Yon",14056.86400718
"91086","Bondoufle",52862.5771971
"91093","Boullay-les-Troux",11261.13719274
"91095","Bouray-sur-Juine",10897.67142433
"91097","Boussy-Saint-Antoine",46581.60834716
"91098","Boutervilliers",3332.4389716
"91099","Boutigny-sur-Essonne",4287.56723788
"91100","Bouville",3992.31821001
"91103","Bretigny-sur-Orge",38872.52098775
"91105","Breuillet",12378.47176164
"91106","Breux-Jouy",10336.94779167
"91109","Brieres-les-Scelles",5534.10112393
"91111","Briis-sous-Forges",14358.34589292
"91112","Brouy",581.91059456
"91114","Brunoy",58370.4598835
"91115","Bruyeres-le-Chatel",18826.6707345
"91121","Buno-Bonnevaux",1809.23697949
"91122","Bures-sur-Yvette",28328.75266796
"91129","Cerny",7968.66951955
"91130","Chalo-Saint-Mars",3195.31567201
"91131","Chalou-Moulineux",2213.07094626
"91132","Chamarande",9766.73712668
"91135","Champcueil",10698.01937881
"91136","Champlan",80408.91619283
"91137","Champmotteux",904.88776848
"91145","Chatignonville",1761.38714257
"91148","Chauffour-les-Etrechy",7136.71274656
"91156","Cheptainville",17027.46993858
"91159","Chevannes",16573.86548072
"91161","Chilly-Mazarin",90846.40716646
"91174","Corbeil-Essonnes",40260.15630601
"91175","Corbreuse",2865.69090051
"91179","Le Coudray-Montceaux",25661.29699068
"91180","Courances",3724.12910795
"91182","Courcouronnes",54331.77566689
"91184","Courdimanche-sur-Essonne",3368.5531685
"91186","Courson-Monteloup",12456.09277971
"91191","Crosne",86148.43756949
"91195","Dannemois",5092.39985679
"91198","D'Huison-Longueville",5566.42448754
"91200","Dourdan",4140.06139172
"91201","Draveil",75848.13053416
"91204","Echarcon",31859.02476607
"91207","Egly",19587.11105508
"91215","Epinay-sous-Senart",51992.30511144
"91216","Epinay-sur-Orge",72985.28958565
"91222","Estouches",1160.67290457
"91223","Etampes",4795.65762499
"91225","Etiolles",54365.11370929
"91226","Etrechy",6651.44728828
"91228","Evry",54327.95404273
"91232","La Ferte-Alais",7544.45153043
"91235","Fleury-Merogis",62124.80973756
"91240","Fontaine-la-Riviere",2818.89164031
"91243","Fontenay-les-Briis",17040.28759007
"91244","Fontenay-le-Vicomte",19814.10716196
"91247","La Foret-le-Roi",3379.22318145
"91248","La Foret-Sainte-Croix",2634.10246206
"91249","Forges-les-Bains",8698.77629631
"91272","Gif-sur-Yvette",24199.34587466
"91273","Gironville-sur-Essonne",1531.34305511
"91274","Gometz-la-Ville",16822.31310572
"91275","Gometz-le-Chatel",21946.41148044
"91284","Les Granges-le-Roi",3270.25199977
"91286","Grigny",71503.8047743
"91292","Guibeville",22115.30622227
"91293","Guigneville-sur-Essonne",6159.46900198
"91294","Guillerval",3134.86106487
"91312","Igny",77377.11129867
"91315","Itteville",11280.59928782
"91318","Janville-sur-Juine",8912.21321121
"91319","Janvry",20521.13334624
"91326","Juvisy-sur-Orge",86524.21057365
"91330","Lardy",12941.88112672
"91332","Leudeville",27438.49847059
"91333","Leuville-sur-Orge",37692.89584918
"91338","Limours",10643.90561428
"91339","Linas",38458.07183962
"91340","Lisses",41059.61235958
"91345","Longjumeau",77709.85435173
"91347","Longpont-sur-Orge",53111.97656643
"91359","Maisse",2558.26996557
"91363","Marcoussis",32407.81299408
"91374","Marolles-en-Beauce",2552.42849936
"91376","Marolles-en-Hurepoix",23359.63902128
"91377","Massy",96114.52537248
"91378","Mauchamps",10051.46491325
"91386","Mennecy",24741.6371984
"91390","Mereville",1706.75542651
"91393","Merobert",1579.7792238
"91399","Mespuits",1103.86119864
"91405","Milly-la-Foret",2740.58465832
"91408","Moigny-sur-Ecole",4028.39032598
"91411","Les Molieres",12727.64954228
"91412","Mondeville",8380.59259031
"91414","Monnerville",2053.08075616
"91421","Montgeron",72165.09408709
"91425","Montlhery",49289.19958438
"91432","Morangis",91817.69733491
"91433","Morigny-Champigny",5240.64379191
"91434","Morsang-sur-Orge",70337.22155699
"91435","Morsang-sur-Seine",30992.36215812
"91441","Nainville-les-Roches",11037.91726317
"91457","La Norville",25680.81427034
"91458","Nozay",46369.72847677
"91461","Ollainville",25563.91453765
"91463","Oncy-sur-Ecole",2366.87081944
"91468","Ormoy",30175.22118266
"91469","Ormoy-la-Riviere",4392.71940538
"91471","Orsay",38501.61975541
"91473","Orveau",4998.91190029
"91477","Palaiseau",62214.32222368
"91479","Paray-Vieille-Poste",114527.56753814
"91482","Pecqueuse",7284.41371858
"91494","Le Plessis-Pate",47040.46843747
"91495","Plessis-Saint-Benoist",2003.37374604
"91507","Prunay-sur-Essonne",1352.35224307
"91508","Puiselet-le-Marais",2596.30188188
"91511","Pussay",1524.97243074
"91514","Quincy-sous-Senart",45370.46679803
"91519","Richarville",2384.1062961
"91521","Ris-Orangis",65601.33924294
"91525","Roinville",4346.59980683
"91526","Roinvilliers",1038.96471848
"91533","Saclas",3076.96648603
"91534","Saclay",48454.38999378
"91538","Saint-Aubin",31254.05546916
"91540","Saint-Cheron",7762.19482563
"91544","Saint-Cyr-la-Riviere",2617.58907215
"91546","Saint-Cyr-sous-Dourdan",5487.51181762
"91547","Saint-Escobille",1026.15567011
"91549","Sainte-Genevieve-des-Bois",61893.68783312
"91552","Saint-Germain-les-Arpajon",31054.87015961
"91553","Saint-Germain-les-Corbeil",45457.1509641
"91556","Saint-Hilaire",4294.29713413
"91560","Saint-Jean-de-Beauregard",26431.36545964
"91568","Saint-Maurice-Montcouronne",9132.95612618
"91570","Saint-Michel-sur-Orge",54627.03665283
"91573","Saint-Pierre-du-Perray",37013.14542462
"91577","Saintry-sur-Seine",35567.68181498
"91578","Saint-Sulpice-de-Favieres",9992.37884568
"91579","Saint-Vrain",15843.21745103
"91581","Saint-Yon",13787.82059392
"91587","Saulx-les-Chartreux",64432.96790545
"91589","Savigny-sur-Orge",81809.89529247
"91593","Sermaise",5569.35471437
"91599","Soisy-sur-Ecole",6781.34725314
"91600","Soisy-sur-Seine",61932.46740904
"91602","Souzy-la-Briche",7774.07189028
"91613","Congerville-Thionville",1426.9861762
"91617","Tigery",44494.97567645
"91619","Torfou",12592.1724984
"91629","Valpuiseaux",2022.88684394
"91630","Le Val-Saint-Germain",6716.96377357
"91631","Varennes-Jarcy",36452.28027293
"91634","Vaugrigneuse",9347.35438565
"91635","Vauhallan",59183.47269669
"91639","Vayres-sur-Essonne",3995.8005848
"91645","Verrieres-le-Buisson",113312.54747035
"91648","Vert-le-Grand",36117.65087003
"91649","Vert-le-Petit",21122.72954861
"91654","Videlles",6175.79034387
"91657","Vigneux-sur-Seine",86254.04005995
"91659","Villabe",34827.01980347
"91661","Villebon-sur-Yvette",55743.05513915
"91662","Villeconin",5714.3317354
"91665","La Ville-du-Bois",55516.15790099
"91666","Villejust",45232.08322651
"91667","Villemoisson-sur-Orge",70210.08579232
"91671","Villeneuve-sur-Auvers",6123.90805194
"91679","Villiers-le-Bacle",33992.82296185
"91685","Villiers-sur-Orge",63613.65900828
"91687","Viry-Chatillon",76381.41647058
"91689","Wissous",118282.16393301
"91691","Yerres",71361.60552547
"91692","Les Ulis",32575.0311403
"92002","Antony",143409.56245221
"92004","Asnieres-sur-Seine",291335.17381692
"92007","Bagneux",275432.32987711
"92009","Bois-Colombes",268980.9893114
"92012","Boulogne-Billancourt",255689.82649824
"92014","Bourg-la-Reine",226158.51232529
"92019","Chatenay-Malabry",154780.3257611
"92020","Chatillon",266257.87633469
"92022","Chaville",139295.17841978
"92023","Clamart",206361.02254493
"92024","Clichy",335700.63096153
"92025","Colombes",229911.77172559
"92026","Courbevoie",283412.58798369
"92032","Fontenay-aux-Roses",229340.37070424
"92033","Garches",168100.40938423
"92035","La Garenne-Colombes",253302.78116213
"92036","Gennevilliers",246453.8586082
"92040","Issy-les-Moulineaux",279258.68111907
"92044","Levallois-Perret",334877.77946222
"92046","Malakoff",313405.58583106
"92047","Marnes-la-Coquette",127657.58206368
"92048","Meudon",181736.41878885
"92049","Montrouge",330814.08042932
"92050","Nanterre",203642.08047621
"92051","Neuilly-sur-Seine",319590.97998744
"92060","Le Plessis-Robinson",178765.3175567
"92062","Puteaux",270028.81324873
"92063","Rueil-Malmaison",161379.2691948
"92064","Saint-Cloud",205113.91534653
"92071","Sceaux",202922.72885733
"92072","Sevres",183886.69040303
"92073","Suresnes",239018.11946596
"92075","Vanves",311519.58473962
"92076","Vaucresson",126299.10328052
"92077","Ville-d'Avray",135065.87489993
"92078","Villeneuve-la-Garenne",250607.57074769
"93001","Aubervilliers",304138.91566084
"93005","Aulnay-sous-Bois",110207.21614974
"93006","Bagnolet",342364.93930892
"93007","Le Blanc-Mesnil",148500.39138127
"93008","Bobigny",254008.33819741
"93010","Bondy",198768.22839593
"93013","Le Bourget",189787.26018456
"93014","Clichy-sous-Bois",118039.6155415
"93015","Coubron",87087.33096941
"93027","La Courneuve",229192.40155108
"93029","Drancy",205791.38027904
"93030","Dugny",155070.38805786
"93031","Epinay-sur-Seine",194434.5895733
"93032","Gagny",139518.84134958
"93033","Gournay-sur-Marne",114336.84569471
"93039","L'Ile-Saint-Denis",240085.14711885
"93045","Les Lilas",332148.66628557
"93046","Livry-Gargan",114839.98852817
"93047","Montfermeil",107458.00924217
"93048","Montreuil",304907.7683838
"93049","Neuilly-Plaisance",195850.15459413
"93050","Neuilly-sur-Marne",153280.67092779
"93051","Noisy-le-Grand",122224.47635209
"93053","Noisy-le-Sec",256407.47181236
"93055","Pantin",315422.92055175
"93057","Les Pavillons-sous-Bois",162820.47033593
"93059","Pierrefitte-sur-Seine",164526.44466097
"93061","Le Pre-Saint-Gervais",346489.40452771
"93062","Le Raincy",157330.64021519
"93063","Romainville",300563.81674478
"93064","Rosny-sous-Bois",230833.50012021
"93066","Saint-Denis",265956.70807476
"93070","Saint-Ouen",331244.60579131
"93071","Sevran",95513.77845945
"93072","Stains",164472.17104269
"93073","Tremblay-en-France",48579.97415422
"93074","Vaujours",73229.14870695
"93077","Villemomble",184890.20906364
"93078","Villepinte",71498.11537411
"93079","Villetaneuse",182823.55469537
"94001","Ablon-sur-Seine",104173.7423623
"94002","Alfortville",250505.1768971
"94003","Arcueil",315277.85850198
"94004","Boissy-Saint-Leger",81065.79580877
"94011","Bonneuil-sur-Marne",136794.91541823
"94015","Bry-sur-Marne",172866.65663967
"94016","Cachan",269533.60066144
"94017","Champigny-sur-Marne",164941.9282759
"94018","Charenton-le-Pont",334133.93003811
"94019","Chennevieres-sur-Marne",118691.57488726
"94021","Chevilly-Larue",199330.50274514
"94022","Choisy-le-Roi",170855.84691439
"94028","Creteil",185573.3711261
"94033","Fontenay-sous-Bois",259867.95086394
"94034","Fresnes",169729.37838118
"94037","Gentilly",341631.36458974
"94038","L'Hay-les-Roses",224628.73340287
"94041","Ivry-sur-Seine",329049.86897421
"94042","Joinville-le-Pont",235945.82967586
"94043","Le Kremlin-Bicetre",331159.4624871
"94044","Limeil-Brevannes",98487.35617574
"94046","Maisons-Alfort",257238.66554035
"94047","Mandres-les-Roses",46337.54229695
"94048","Marolles-en-Brie",60526.07880576
"94052","Nogent-sur-Marne",238241.74108803
"94053","Noiseau",86727.16978072
"94054","Orly",137758.4806847
"94055","Ormesson-sur-Marne",108904.71333143
"94056","Perigny",39532.18092323
"94058","Le Perreux-sur-Marne",204159.48162808
"94059","Le Plessis-Trevise",96246.06852296
"94060","La Queue-en-Brie",71173.35204168
"94065","Rungis",156784.02535025
"94067","Saint-Mande",347660.5027781
"94068","Saint-Maur-des-Fosses",170901.77355175
"94069","Saint-Maurice",285040.02017691
"94070","Santeny",49059.25340005
"94071","Sucy-en-Brie",93886.32676574
"94073","Thiais",177649.74439703
"94074","Valenton",124055.22895232
"94075","Villecresnes",58991.49389054
"94076","Villejuif",278776.15877756
"94077","Villeneuve-le-Roi",116909.76858828
"94078","Villeneuve-Saint-Georges",114292.76617389
"94079","Villiers-sur-Marne",137792.97853101
"94080","Vincennes",321582.38301646
"94081","Vitry-sur-Seine",250688.509861
"95002","Ableiges",15293.37155256
"95008","Aincourt",5002.75646741
"95011","Ambleville",1483.20315217
"95012","Amenucourt",2003.03440919
"95014","Andilly",84877.55017585
"95018","Argenteuil",172442.20942387
"95019","Arnouville",84840.09584862
"95023","Arronville",2499.82912773
"95024","Arthies",3195.51654367
"95026","Asnieres-sur-Oise",7659.6011086
"95028","Attainville",28691.27341554
"95039","Auvers-sur-Oise",29165.03791391
"95040","Avernes",4541.44599886
"95042","Baillet-en-France",35083.36373267
"95046","Banthelu",2510.5344186
"95051","Beauchamp",69880.33517562
"95052","Beaumont-sur-Oise",10170.13235295
"95054","Le Bellay-en-Vexin",2439.61181272
"95055","Bellefontaine",11520.75114439
"95056","Belloy-en-France",14968.92376192
"95058","Bernes-sur-Oise",7385.34073922
"95059","Berville",1180.73697088
"95060","Bessancourt",53291.49863324
"95061","Bethemont-la-Foret",41343.00100342
"95063","Bezons",180759.38579781
"95074","Boisemont",40006.22889831
"95078","Boissy-l'Aillerie",24378.98820182
"95088","Bonneuil-en-France",113330.82292209
"95091","Bouffemont",49102.38153405
"95094","Bouqueval",42153.82941179
"95101","Bray-et-Lu",1295.8144279
"95102","Breancon",3883.59046563
"95110","Brignancourt",3259.23209772
"95116","Bruyeres-sur-Oise",7340.75264834
"95119","Buhy",1024.21658427
"95120","Butry-sur-Oise",25899.04853983
"95127","Cergy",42670.08954381
"95134","Champagne-sur-Oise",9920.05139705
"95139","La Chapelle-en-Vexin",1354.55114399
"95141","Charmont",2256.65988438
"95142","Chars",2424.9937705
"95144","Chatenay-en-France",17685.59429672
"95149","Chaumontel",7334.85227642
"95150","Chaussy",2262.11778567
"95151","Chauvry",41691.82744222
"95154","Chennevieres-les-Louvres",17533.62677119
"95157","Cherence",3380.34053713
"95166","Clery-en-Vexin",2582.7934952
"95169","Commeny",3042.98838761
"95170","Condecourt",21190.42089743
"95176","Cormeilles-en-Parisis",118103.96720237
"95177","Cormeilles-en-Vexin",11617.40004028
"95181","Courcelles-sur-Viosne",23094.43035943
"95183","Courdimanche",34183.2910456
"95197","Deuil-la-Barre",149757.02888708
"95199","Domont",57315.46320359
"95203","Eaubonne",111996.29151133
"95205","Ecouen",48454.36871431
"95210","Enghien-les-Bains",155024.4235838
"95211","Ennery",31087.5011494
"95212","Epiais-les-Louvres",21194.79243781
"95213","Epiais-Rhus",10806.44498585
"95214","Epinay-Champlatreux",14266.13324061
"95218","Eragny",55315.08509987
"95219","Ermont",113494.14076033
"95229","Ezanville",42482.81839513
"95241","Fontenay-en-Parisis",24316.84188171
"95250","Fosses",9441.85327345
"95252","Franconville",104252.16872582
"95253","Fremainville",7110.68631568
"95254","Fremecourt",7092.45625551
"95256","Frepillon",44512.57469322
"95257","La Frette-sur-Seine",99534.85435716
"95258","Frouville",5230.35484469
"95259","Gadancourt",3623.1474475
"95268","Garges-les-Gonesse",119015.59290252
"95270","Genainville",2448.09163146
"95271","Genicourt",21806.45374034
"95277","Gonesse",70533.59457751
"95280","Goussainville",34463.91275136
"95282","Gouzangrez",3990.95789071
"95287","Grisy-les-Platres",7363.12286158
"95288","Groslay",111804.4102909
"95295","Guiry-en-Vexin",2974.12409558
"95298","Haravilliers",1928.03944797
"95301","Haute-Isle",4007.26535661
"95303","Le Heaulme",2296.14966225
"95304","Hedouville",6318.52926596
"95306","Herblay",71492.13599376
"95308","Herouville",18622.57888024
"95309","Hodent",2112.63186177
"95313","L'Isle-Adam",16675.31958645
"95316","Jagny-sous-Bois",14843.71651905
"95323","Jouy-le-Moutier",47160.61580177
"95328","Labbeville",9132.14130016
"95331","Lassy",12219.2327532
"95341","Livilliers",20545.15189506
"95348","Longuesse",13903.86132813
"95351","Louvres",20977.42067945
"95352","Luzarches",8903.29199554
"95353","Maffliers",21101.47461465
"95355","Magny-en-Vexin",1956.42725397
"95365","Mareil-en-France",19591.42556972
"95369","Margency",95629.30217186
"95370","Marines",3350.34911642
"95371","Marly-la-Ville",11515.92716292
"95379","Maudetour-en-Vexin",2677.62769769
"95387","Menouville",4661.64539726
"95388","Menucourt",31788.83743342
"95392","Meriel",28507.03145062
"95394","Mery-sur-Oise",42107.52430784
"95395","Le Mesnil-Aubry",28731.83533897
"95409","Moisselles",40497.43082479
"95422","Montgeroult",18357.06936066
"95424","Montigny-les-Cormeilles",88531.72120137
"95426","Montlignon",78625.7307085
"95427","Montmagny",147425.77128725
"95428","Montmorency",107281.03204529
"95429","Montreuil-sur-Epte",1154.09521823
"95430","Montsoult",27187.28141883
"95436","Mours",11883.69832999
"95438","Moussy",3011.48537114
"95445","Nerville-la-Foret",20884.71630717
"95446","Nesles-la-Vallee",11716.76923039
"95447","Neuilly-en-Vexin",1960.5552052
"95450","Neuville-sur-Oise",51028.45625647
"95452","Nointel",11694.97354453
"95456","Noisy-sur-Oise",10080.92974202
"95459","Nucourt",2110.91922766
"95462","Omerville",1860.45924691
"95476","Osny",33803.96591586
"95480","Parmain",12827.01865775
"95483","Le Perchay",4471.45053158
"95487","Persan",9373.16672715
"95488","Pierrelaye",62912.12673576
"95489","Piscop",67497.71020257
"95491","Le Plessis-Bouchard",88177.10495775
"95492","Le Plessis-Gassot",35648.04265134
"95493","Le Plessis-Luzarches",11525.13286752
"95500","Pontoise",43100.08623186
"95504","Presles",14678.99087356
"95509","Puiseux-en-France",15233.53508686
"95510","Puiseux-Pontoise",29600.54574213
"95523","La Roche-Guyon",3180.86269208
"95527","Roissy-en-France",38475.32831198
"95529","Ronquerolles",6508.95381322
"95535","Sagy",24373.40590271
"95539","Saint-Brice-sous-Foret",83699.12995705
"95541","Saint-Clair-sur-Epte",703.96638773
"95543","Saint-Cyr-en-Arthies",7537.02593812
"95554","Saint-Gervais",1770.34267344
"95555","Saint-Gratien",156241.84541576
"95563","Saint-Leu-la-Foret",70917.02804637
"95566","Saint-Martin-du-Tertre",14179.5002719
"95572","Saint-Ouen-l'Aumone",48034.34750377
"95574","Saint-Prix",71268.68237831
"95580","Saint-Witz",9438.14297789
"95582","Sannois",140968.70017181
"95584","Santeuil",4408.90911065
"95585","Sarcelles",90913.75075039
"95592","Seraincourt",11806.34817743
"95594","Seugy",8961.79697351
"95598","Soisy-sous-Montmorency",116544.18785104
"95604","Survilliers",7565.50332357
"95607","Taverny",62786.32131824
"95610","Themericourt",6066.78694248
"95611","Theuville",3541.88217926
"95612","Le Thillay",49084.01027657
"95625","Us",8142.64970038
"95627","Vallangoujard",8452.58017138
"95628","Valmondois",20442.86870822
"95633","Vaudherland",48637.70937141
"95637","Vaureal",41798.7091133
"95641","Vemars",11845.05161152
"95651","Vetheuil",7274.44322227
"95652","Viarmes",9515.36229743
"95656","Vienne-en-Arthies",6524.13502866
"95658","Vigny",10172.50298256
"95660","Villaines-sous-Bois",21126.85535243
"95675","Villeron",13787.35717488
"95676","Villers-en-Arthies",3942.22810479
"95678","Villiers-Adam",31493.50541244
"95680","Villiers-le-Bel",60235.20754014
"95682","Villiers-le-Sec",19806.10918796
"95690","Wy-dit-Joli-Village",3310.65201303
