"ID","NAMES","artisans_AsTheCrowFlies_POT_2500"
"77231","Isles-les-Meldeuses",72.80317506
"77232","Isles-les-Villenoy",243.14351917
"77233","Iverny",72.94993297
"77234","Jablines",144.27003459
"77235","Jaignes",16.37155711
"77236","Jaulnes",32.190484
"77237","Jossigny",377.48855912
"77238","Jouarre",78.16642639
"77239","Jouy-le-Chatel",50.75884161
"77240","Jouy-sur-Morin",119.92556222
"77241","Juilly",133.18415363
"77242","Jutigny",51.1432941
"77243","Lagny-sur-Marne",850.15619792
"77244","Larchant",35.41936346
"77245","Laval-en-Brie",18.01954488
"77246","Lechelle",3.18011128
"77247","Lescherolles",41.21428315
"77248","Lesches",194.32751523
"77249","Lesigny",435.30694953
"77250","Leudon-en-Brie",17.40394239
"77251","Lieusaint",326.27693597
"77252","Limoges-Fourches",64.83329554
"77253","Lissy",61.95081693
"77254","Liverdy-en-Brie",92.72738854
"77255","Livry-sur-Seine",305.05520341
"77256","Lizines",22.75395145
"77257","Lizy-sur-Ourcq",86.6122018
"77258","Lognes",949.47963539
"77259","Longperrier",239.36581567
"77260","Longueville",49.43045499
"77261","Lorrez-le-Bocage-Preaux",31.75006004
"77262","Louan-Villegruis-Fontaine",28.0145052
"77263","Luisetaines",37.01119835
"77264","Lumigny-Nesles-Ormeaux",63.1622814
"77265","Luzancy",71.6733017
"77266","Machault",42.19628941
"77267","La Madeleine-sur-Loing",62.51909071
"77268","Magny-le-Hongre",529.16222823
"77269","Maincy",216.76119277
"77270","Maisoncelles-en-Brie",71.78587327
"77271","Maisoncelles-en-Gatinais",17.63400843
"77272","Maison-Rouge",35.15431326
"77273","Marchemoret",43.9040636
"77274","Marcilly",23.20454523
"77275","Les Marets",12.86739916
"77276","Mareuil-les-Meaux",308.98657287
"77277","Marles-en-Brie",80.29373923
"77278","Marolles-en-Brie",42.93375614
"77279","Marolles-sur-Seine",66.02927042
"77280","Mary-sur-Marne",86.80006231
"77281","Mauperthuis",132.33659868
"77282","Mauregard",23.41015922
"77283","May-en-Multien",14.68372692
"77284","Meaux",924.87882994
"77285","Le Mee-sur-Seine",865.76509719
"77286","Meigneux",35.2900754
"77287","Meilleray",16.18873352
"77288","Melun",859.12209688
"77289","Melz-sur-Seine",34.29577412
"77290","Mery-sur-Marne",69.56868161
"77291","Le Mesnil-Amelot",29.03652899
"77292","Messy",120.14695164
"77293","Misy-sur-Yonne",31.15410604
"77294","Mitry-Mory",475.56088205
"77295","Moisenay",81.45959857
"77296","Moissy-Cramayel",339.18226628
"77297","Mondreville",16.66378304
"77298","Mons-en-Montois",60.67089759
"77299","Montarlot",55.13210042
"77300","Montceaux-les-Meaux",92.58476874
"77301","Montceaux-les-Provins",20.30145468
"77302","Montcourt-Fromonville",70.91701963
"77303","Montdauphin",9.57608039
"77304","Montenils",0.61823716
"77305","Montereau-Fault-Yonne",258.5656741
"77306","Montereau-sur-le-Jard",50.33156207
"77307","Montevrain",569.08331617
"77308","Montge-en-Goele",54.02763733
"77309","Monthyon",77.23340249
"77310","Montigny-le-Guesdier",23.98096337
"77311","Montigny-Lencoup",15.11836384
"77312","Montigny-sur-Loing",115.30804949
"77313","Montmachoux",15.38650192
"77314","Montolivet",8.68148501
"77315","Montry",555.7983673
"77316","Moret-sur-Loing",199.13001329
"77317","Mormant",56.65541607
"77318","Mortcerf",72.74566058
"77319","Mortery",14.37173256
"77320","Mouroux",203.61612206
"77321","Mousseaux-les-Bray",58.7505495
"77322","Moussy-le-Neuf",103.67260099
"77323","Moussy-le-Vieux",91.502387
"77325","Mouy-sur-Seine",49.37649387
"77326","Nandy",452.08295171
"77327","Nangis",123.44431173
"77328","Nanteau-sur-Essonne",24.8811367
"77329","Nanteau-sur-Lunain",33.69059758
"77330","Nanteuil-les-Meaux",450.94889538
"77331","Nanteuil-sur-Marne",49.21803081
"77332","Nantouillet",71.97796957
"77333","Nemours",288.42166679
"77335","Chauconin-Neufmontiers",111.65047804
"77336","Neufmoutiers-en-Brie",47.13896338
"77337","Noisiel",1308.75103982
"77338","Noisy-Rudignon",46.67346764
"77339","Noisy-sur-Ecole",141.77316665
"77340","Nonville",55.05158643
"77341","Noyen-sur-Seine",29.74598135
"77342","Obsonville",25.43676348
"77343","Ocquerre",33.6432104
"77344","Oissery",112.94229765
"77345","Orly-sur-Morin",49.82343179
"77347","Les Ormes-sur-Voulzie",38.32975243
"77348","Ormesson",89.66669792
"77349","Othis",80.20768696
"77350","Ozoir-la-Ferriere",689.94333839
"77352","Ozouer-le-Voulgis",105.34855645
"77353","Paley",36.97839286
"77354","Pamfou",48.60260893
"77355","Paroy",50.53497782
"77356","Passy-sur-Seine",21.57645402
"77357","Pecy",36.63621916
"77358","Penchard",133.15399977
"77359","Perthes",210.47737447
"77360","Pezarches",39.89562946
"77361","Pierre-Levee",32.55142625
"77363","Le Pin",478.69979272
"77364","Le Plessis-aux-Bois",66.12899197
"77365","Le Plessis-Feu-Aussoux",53.96539589
"77366","Le Plessis-l'Eveque",76.51058421
"77367","Le Plessis-Placy",31.88870768
"77368","Poigny",178.26846088
"77369","Poincy",497.28729987
"77370","Poligny",43.83350612
"77371","Pommeuse",152.52136283
"77372","Pomponne",517.08453573
"77373","Pontault-Combault",1190.0255838
"77374","Pontcarre",209.55984269
"77376","Precy-sur-Marne",77.79175371
"77377","Presles-en-Brie",90.23912966
"77378","Pringy",332.04628661
"77379","Provins",244.02062143
"77380","Puisieux",20.29802192
"77381","Quiers",51.83119076
"77382","Quincy-Voisins",335.57455099
"77383","Rampillon",40.53661511
"77384","Reau",110.55936111
"77385","Rebais",89.65440336
"77386","Recloses",30.53823418
"77387","Remauville",18.21731673
"77388","Reuil-en-Brie",145.39271659
"77389","La Rochette",380.58002439
"77390","Roissy-en-Brie",702.19563669
"77391","Rouilly",69.76689004
"77392","Rouvres",110.90770693
"77393","Rozay-en-Brie",53.91184856
"77394","Rubelles",369.8500966
"77395","Rumont",32.96739785
"77396","Rupereux",10.18056451
"77397","Saacy-sur-Marne",83.51270138
"77398","Sablonnieres",36.36428385
"77399","Saint-Ange-le-Viel",38.29451666
"77400","Saint-Augustin",135.47751897
"77401","Sainte-Aulde",35.4713568
"77402","Saint-Barthelemy",14.66570017
"77403","Saint-Brice",62.17978481
"77404","Sainte-Colombe",63.50986654
"77405","Saint-Cyr-sur-Morin",59.38148304
"77406","Saint-Denis-les-Rebais",94.62728126
"77407","Saint-Fargeau-Ponthierry",416.71943153
"77408","Saint-Fiacre",89.0638383
"77409","Saint-Germain-Laval",113.5724152
"77410","Saint-Germain-Laxis",60.44263185
"77411","Saint-Germain-sous-Doue",44.39943568
"77412","Saint-Germain-sur-Ecole",146.85632995
"77413","Saint-Germain-sur-Morin",489.85460792
"77414","Saint-Hilliers",17.94841304
"77415","Saint-Jean-les-Deux-Jumeaux",67.58611956
"77416","Saint-Just-en-Brie",18.41768943
"77417","Saint-Leger",33.92083572
"77418","Saint-Loup-de-Naud",40.77588307
"77419","Saint-Mammes",257.69138421
"77420","Saint-Mard",267.71205952
"77421","Saint-Mars-Vieux-Maisons",18.12086272
"77423","Saint-Martin-des-Champs",94.50554127
"77424","Saint-Martin-du-Boschet",18.17428506
"77425","Saint-Martin-en-Biere",97.78231245
"77426","Saint-Mery",26.57563354
"77427","Saint-Mesmes",63.77191473
"77428","Saint-Ouen-en-Brie",34.96580984
"77429","Saint-Ouen-sur-Morin",64.12086723
"77430","Saint-Pathus",139.55158549
"77431","Saint-Pierre-les-Nemours",172.27191039
"77432","Saint-Remy-la-Vanne",54.38941138
"77433","Saints",97.59968483
"77434","Saint-Sauveur-les-Bray",27.14760741
"77435","Saint-Sauveur-sur-Ecole",236.37951923
"77436","Saint-Simeon",98.97846536
"77437","Saint-Soupplets",75.9593266
"77438","Saint-Thibault-des-Vignes",763.68765509
"77439","Salins",29.03369794
"77440","Sammeron",70.27784842
"77441","Samois-sur-Seine",104.04270974
"77442","Samoreau",347.54327586
"77443","Sancy",71.08942487
"77444","Sancy-les-Provins",16.60594526
"77445","Savigny-le-Temple",537.96523276
"77446","Savins",49.17381848
"77447","Seine-Port",301.57882814
"77448","Sept-Sorts",180.06787766
"77449","Serris",419.35921064
"77450","Servon",365.51152303
"77451","Signy-Signets",39.62164457
"77452","Sigy",37.56211177
"77453","Sivry-Courtry",36.85665187
"77454","Sognolles-en-Montois",22.75998516
"77455","Soignolles-en-Brie",160.25984717
"77456","Soisy-Bouy",31.76265065
"77457","Solers",166.65706495
"77458","Souppes-sur-Loing",93.49142551
"77459","Sourdun",40.09949348
"77460","Tancrou",10.83320742
"77461","Thenisy",42.53103904
"77462","Thieux",57.21315253
"77463","Thomery",314.26090745
"77464","Thorigny-sur-Marne",638.29649145
"77465","Thoury-Ferottes",65.8039912
"77466","Tigeaux",128.85266169
"77467","La Tombe",25.70828934
"77468","Torcy",953.70848192
"77469","Touquin",77.51577353
"77470","Tournan-en-Brie",173.43455502
"77471","Tousson",29.43644708
"77472","La Tretoire",62.31742403
"77473","Treuzy-Levelay",51.15322834
"77474","Trilbardou",69.62489954
"77475","Trilport",132.67973703
"77476","Trocy-en-Multien",34.83375694
"77477","Ury",48.33116157
"77478","Ussy-sur-Marne",61.0831215
"77479","Vaires-sur-Marne",985.15570731
"77480","Valence-en-Brie",37.28775823
"77481","Vanville",25.80659115
"77482","Varennes-sur-Seine",116.30646743
"77483","Varreddes",114.38880448
"77484","Vaucourtois",50.61305348
"77485","Le Vaudoue",69.77415096
"77486","Vaudoy-en-Brie",37.57369069
"77487","Vaux-le-Penil",347.55704013
"77489","Vaux-sur-Lunain",8.11415093
"77490","Vendrest",6.32289602
"77491","Veneux-les-Sablons",248.62634372
"77492","Verdelot",51.90627791
"77493","Verneuil-l'Etang",124.75928996
"77494","Vernou-la-Celle-sur-Seine",125.45575389
"77495","Vert-Saint-Denis",323.85482123
"77496","Vieux-Champagne",25.01752532
"77498","Vignely",115.66296244
"77500","Villebeon",8.26167107
"77501","Villecerf",35.53292822
"77504","Villemarechal",57.37845574
"77505","Villemareuil",30.81337293
"77506","Villemer",20.7637907
"77507","Villenauxe-la-Petite",13.10680125
"77508","Villeneuve-le-Comte",89.31042809
"77509","Villeneuve-les-Bordes",15.85052365
"77510","Villeneuve-Saint-Denis",77.37306987
"77511","Villeneuve-sous-Dammartin",61.00001396
"77512","Villeneuve-sur-Bellot",53.45209756
"77513","Villenoy",197.02375337
"77514","Villeparisis",650.17348325
"77515","Villeroy",69.50847798
"77516","Ville-Saint-Jacques",47.79227873
"77517","Villevaude",269.67835964
"77518","Villiers-en-Biere",237.9613404
"77519","Villiers-Saint-Georges",32.36509299
"77520","Villiers-sous-Grez",36.64269668
"77521","Villiers-sur-Morin",199.09417865
"77522","Villiers-sur-Seine",14.84866588
"77523","Villuis",30.6636872
"77524","Vimpelles",27.98613584
"77525","Vinantes",61.94359093
"77526","Vincy-Manoeuvre",9.4674864
"77527","Voinsles",23.99562678
"77528","Voisenon",370.25214399
"77529","Voulangis",172.20028918
"77530","Voulton",5.49803296
"77531","Voulx",82.64881965
"77532","Vulaines-les-Provins",11.11415701
"77533","Vulaines-sur-Seine",275.12515026
"77534","Yebles",109.25189897
"78003","Ablis",69.54906792
"78005","Acheres",636.5392338
"78006","Adainville",95.92673929
"78007","Aigremont",496.8871203
"78009","Allainville",12.98989932
"78010","Les Alluets-le-Roi",150.91151194
"78013","Andelu",100.36495163
"78015","Andresy",677.55347592
"78020","Arnouville-les-Mantes",81.16085966
"78029","Aubergenville",288.70666364
"78030","Auffargis",108.35680364
"78031","Auffreville-Brasseuil",349.68791758
"78033","Aulnay-sur-Mauldre",258.60676765
"78034","Auteuil",123.19171924
"78036","Autouillet",95.55340224
"78043","Bailly",604.46082488
"78048","Bazainville",119.32421523
"78049","Bazemont",135.38815895
"78050","Bazoches-sur-Guyonne",143.71685741
"78053","Behoust",158.78824392
"78057","Bennecourt",149.98864354
"78062","Beynes",198.00101179
"78068","Blaru",36.96205529
"78070","Boinville-en-Mantois",127.25887694
"78071","Boinville-le-Gaillard",22.83569631
"78072","Boinvilliers",75.73537103
"78073","Bois-d'Arcy",739.00046376
"78076","Boissets",26.47052316
"78077","La Boissiere-Ecole",44.08142949
"78082","Boissy-Mauvoisin",53.92476492
"78084","Boissy-sans-Avoir",139.59323995
"78087","Bonnelles",70.75125183
"78089","Bonnieres-sur-Seine",125.68923727
"78090","Bouafle",266.97119557
"78092","Bougival",1853.72429636
"78096","Bourdonne",78.29062791
"78104","Breuil-Bois-Robert",208.29610145
"78107","Breval",84.72416303
"78108","Les Breviaires",67.76300955
"78113","Brueil-en-Vexin",86.71068988
"78117","Buc",499.65351402
"78118","Buchelay",598.77906778
"78120","Bullion",76.41648793
"78123","Carrieres-sous-Poissy",767.52983044
"78124","Carrieres-sur-Seine",2533.06795211
"78125","La Celle-les-Bordes",34.78309432
"78126","La Celle-Saint-Cloud",1664.22203169
"78128","Cernay-la-Ville",89.63341542
"78133","Chambourcy",481.65418294
"78138","Chanteloup-les-Vignes",707.11149685
"78140","Chapet",432.30799492
"78143","Chateaufort",162.15326412
"78146","Chatou",2087.56053683
"78147","Chaufour-les-Bonnieres",47.3132914
"78152","Chavenay",244.88647349
"78158","Le Chesnay",1773.81461871
"78160","Chevreuse",235.6119497
"78162","Choisel",53.41092305
"78163","Civry-la-Foret",49.41281709
"78164","Clairefontaine-en-Yvelines",39.05611099
"78165","Les Clayes-sous-Bois",654.7150244
"78168","Coignieres",294.33771562
"78171","Conde-sur-Vesgre",97.20393887
"78172","Conflans-Sainte-Honorine",1026.65910311
"78185","Courgent",90.86912368
"78188","Cravent",46.90170064
"78189","Crespieres",114.86598636
"78190","Croissy-sur-Seine",1997.91670259
"78192","Dammartin-en-Serve",63.12247198
"78193","Dampierre-en-Yvelines",92.37456139
"78194","Dannemarie",36.33067776
"78196","Davron",115.78181452
"78202","Drocourt",55.41084058
"78206","Ecquevilly",228.78903691
"78208","Elancourt",757.87397879
"78209","Emance",15.77912652
"78217","Epone",302.82805377
"78220","Les Essarts-le-Roi",187.80156414
"78224","L'Etang-la-Ville",771.56248501
"78227","Evecquemont",407.90282476
"78230","La Falaise",281.50987889
"78231","Favrieux",66.14104815
"78233","Feucherolles",155.45412911
"78234","Flacourt",57.70585976
"78236","Flexanville",67.18666359
"78237","Flins-Neuve-Eglise",44.69594086
"78238","Flins-sur-Seine",278.66392336
"78239","Follainville-Dennemont",292.54872958
"78242","Fontenay-le-Fleury",680.33151432
"78245","Fontenay-Mauvoisin",107.4826451
"78246","Fontenay-Saint-Pere",93.75188454
"78251","Fourqueux",579.34890382
"78255","Freneuse",114.50829909
"78261","Gaillon-sur-Montcient",256.84453565
"78262","Galluis",155.4954814
"78263","Gambais",130.5226569
"78264","Gambaiseuil",25.75402359
"78265","Garancieres",149.12264086
"78267","Gargenville",325.66624065
"78269","Gazeran",36.96316852
"78276","Gommecourt",78.0088364
"78278","Goupillieres",36.78493049
"78281","Goussonville",109.52751076
"78283","Grandchamp",43.20678905
"78285","Gressey",60.94821787
"78289","Grosrouvre",75.76083836
"78290","Guernes",114.13758253
"78291","Guerville",239.78750653
"78296","Guitrancourt",224.36040295
"78297","Guyancourt",564.80934149
"78299","Hardricourt",439.4886739
"78300","Hargeville",49.62389104
"78302","La Hauteville",47.50240771
"78305","Herbeville",150.02827315
"78307","Hermeray",69.62687901
"78310","Houdan",134.9584869
"78311","Houilles",2619.26158654
"78314","Issou",329.5822225
"78317","Jambville",108.36449753
"78320","Jeufosse",82.19778307
"78321","Jouars-Pontchartrain",437.26344615
"78322","Jouy-en-Josas",378.04481648
"78324","Jouy-Mauvoisin",129.48184452
"78325","Jumeauville",74.23830898
"78327","Juziers",271.2993313
"78329","Lainville-en-Vexin",58.16416749
"78334","Levis-Saint-Nom",164.69491651
"78335","Limay",478.00489952
"78337","Limetz-Villez",100.32195602
"78343","Les Loges-en-Josas",305.16790992
"78344","Lommoye",52.1493113
"78346","Longnes",80.5498709
"78349","Longvilliers",73.24270818
"78350","Louveciennes",1330.12355139
"78354","Magnanville",477.08614745
"78356","Magny-les-Hameaux",327.88507717
"78358","Maisons-Laffitte",1386.01208704
"78361","Mantes-la-Jolie",782.24578818
"78362","Mantes-la-Ville",658.82643934
"78364","Marcq",107.16602891
"78366","Mareil-le-Guyon",143.30110507
"78367","Mareil-Marly",914.549032
"78368","Mareil-sur-Mauldre",161.5183761
"78372","Marly-le-Roi",1049.31859051
"78380","Maule",232.70785038
"78381","Maulette",111.20850962
"78382","Maurecourt",732.44390124
"78383","Maurepas",580.15506724
"78384","Medan",551.89249823
"78385","Menerville",41.75057084
"78389","Mere",159.79622565
"78391","Mericourt",107.41309934
"78396","Le Mesnil-le-Roi",1211.0262029
"78397","Le Mesnil-Saint-Denis",257.80380603
"78398","Les Mesnuls",121.84061737
"78401","Meulan-en-Yvelines",637.76180649
"78402","Mezieres-sur-Seine",264.74237231
"78403","Mezy-sur-Seine",299.86434942
"78404","Millemont",68.07721238
"78406","Milon-la-Chapelle",292.15313176
"78407","Mittainville",42.87680385
"78410","Moisson",104.40873303
"78413","Mondreville",51.23875771
"78415","Montainville",171.99663148
"78416","Montalet-le-Bois",86.05792248
"78417","Montchauvet",54.34608992
"78418","Montesson",1547.38235161
"78420","Montfort-l'Amaury",173.06505261
"78423","Montigny-le-Bretonneux",789.18542015
"78431","Morainvilliers",309.54388738
"78437","Mousseaux-sur-Seine",98.79550339
"78439","Mulcent",84.11444454
"78440","Les Mureaux",649.92132873
"78442","Neauphle-le-Chateau",395.98912994
"78443","Neauphle-le-Vieux",162.24942353
"78444","Neauphlette",68.69855227
"78451","Nezel",306.20395968
"78455","Noisy-le-Roi",569.13147315
"78460","Oinville-sur-Montcient",138.09425715
"78464","Orcemont",25.02403504
"78465","Orgerus",160.35822971
"78466","Orgeval",354.01228773
"78470","Orphin",43.97161536
"78472","Orsonville",10.11449604
"78474","Orvilliers",78.5047334
"78475","Osmoy",70.58584916
"78478","Paray-Douaville",8.70489088
"78481","Le Pecq",1252.46058959
"78484","Perdreauville",66.24793454
"78486","Le Perray-en-Yvelines",158.76806446
"78490","Plaisir",694.08227096
"78497","Poigny-la-Foret",38.13340319
"78498","Poissy",885.1842613
"78499","Ponthevrard",76.03463327
"78501","Porcheville",312.92601969
"78502","Le Port-Marly",1530.93933141
"78503","Port-Villez",40.49296538
"78505","Prunay-le-Temple",99.47459271
"78506","Prunay-en-Yvelines",35.41191672
"78513","La Queue-les-Yvelines",140.38793026
